Network,LocationName,Date,Time,Weather_Wind,Weather_Temperature,Weather_Sky,Weather_CountSeason,Weather_TemperatureUnits,Weather_BackgroundNoise,Researcher
NPSGULFCOASTNETWORK,VF27,5/29/2019,7:20:00,1,74,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF36,6/11/2019,7:20:00,2,65,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN38,6/8/2020,7:20:00,0,75,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN09,6/17/2020,7:20:00,2,68,0,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM07,5/19/2021,7:20:00,2,71,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISFL47,6/2/2021,7:20:00,2,76,0,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,GUISFL27,6/3/2021,7:20:00,2,74,2,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,TC33,6/12/2021,7:20:00,1,75,2,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,VE114,5/25/2010,7:21:00,1,73,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISFL12,6/15/2013,7:21:00,1,78.8,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,SAAN25,5/22/2015,7:21:00,2,67,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISMS16,6/4/2015,7:21:00,1,78,2,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,BP 39,5/30/2018,7:21:00,0,78,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,SAAN27,5/20/2019,7:21:00,1,79,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN16,5/21/2021,7:21:00,0,67,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN39,5/26/2021,7:21:00,1,75,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN07,5/25/2010,7:22:00,0,75.2,2,PC,F,NA,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL21,6/2/2012,7:22:00,1,78.8,0,PC,F,NA,"Linder,  Eric"
NPSGULFCOASTNETWORK,GUISFL42,6/30/2012,7:22:00,3,82.4,0,PC,F,0,"Walker,  Jake"
NPSGULFCOASTNETWORK,GUISMS23,6/5/2014,7:22:00,3,74,2,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,PAAL33,6/12/2014,7:22:00,2,83,1,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,SAAN29,5/20/2015,7:22:00,0,70,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISMS28,6/4/2016,7:22:00,1,79,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL04,6/10/2016,7:22:00,1,83,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISMS26,5/23/2021,7:22:00,2,65,0,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,BP 16,5/29/2021,7:22:00,0,72,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VE102,5/27/2015,7:23:00,2,71,2,PC,F,0,"Santos-Neto, Fabiane"
NPSGULFCOASTNETWORK,BP 12,6/10/2016,7:23:00,0,84,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,GUISFL07,5/8/2017,7:23:00,1,66,0,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,TC06,6/2/2019,7:23:00,0,71,0,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,BP 17,6/10/2019,7:23:00,0,81,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,SAAN35,5/30/2021,7:23:00,0,73,1,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN04,5/31/2021,7:23:00,2,73,1,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC38,6/18/2021,7:23:00,0,70,1,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,VM07,5/18/2010,7:24:00,1,70,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF38,5/19/2010,7:24:00,0,65,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,GUISMS28,6/19/2012,7:24:00,0,82.4,0,PC,F,1,"Walker,  Jake"
NPSGULFCOASTNETWORK,SAAN19,5/18/2015,7:24:00,0,77,5,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN38,5/4/2016,7:24:00,0,54,0,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISMS23,6/2/2016,7:24:00,1,77,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,SAAN07,5/16/2019,7:24:00,0,70,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VE110,6/12/2019,7:24:00,1,64,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,TC18,6/5/2020,7:24:00,0,67,0,PC,F,1,"Swanson, Romey"
NPSGULFCOASTNETWORK,SAAN14,6/16/2020,7:24:00,0,74,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VF42,6/25/2020,7:24:00,0,74,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN09,5/28/2021,7:24:00,0,76,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC01,6/18/2021,7:24:00,0,63,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,SAAN17,6/10/2010,7:25:00,2,78.8,1,PC,F,NA,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN31,5/16/2017,7:25:00,3,72,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISFL08,5/10/2018,7:25:00,0,75,0,PC,F,2,"Rohnke, Adam"
NPSGULFCOASTNETWORK,TC04,5/29/2018,7:25:00,0,64,4,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,SAAN11,5/31/2018,7:25:00,1,76,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN09,5/23/2019,7:25:00,4,76,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC05,5/25/2019,7:25:00,0,87,0,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,SAAN01,6/15/2020,7:25:00,0,70,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN34,5/22/2021,7:25:00,1,74,5,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN07,5/24/2021,7:25:00,0,73,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VE105,6/15/2010,7:26:00,0,80,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,SAAN36,5/26/2012,7:26:00,1,75.2,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN35,5/18/2013,7:26:00,0,73.4,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN26,5/21/2015,7:26:00,2,68,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 14,6/12/2016,7:26:00,0,81,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,GUISFL15,6/12/2016,7:26:00,2,85,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISMS36,6/7/2017,7:26:00,0,73,1,PC,F,2,"Rohnke, Adam"
NPSGULFCOASTNETWORK,TC32,5/26/2018,7:26:00,0,72,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,SAAN21,5/29/2018,7:26:00,0,73,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 31,5/28/2019,7:26:00,0,79,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 16,5/23/2020,7:26:00,0,79,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VE110,5/27/2021,7:26:00,0,78,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN23,5/27/2021,7:26:00,2,75,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISMS03,6/28/2012,7:27:00,3,84.2,1,PC,F,0,"Walker,  Jake"
NPSGULFCOASTNETWORK,GUISFL06,6/12/2014,7:27:00,2,81,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,SAAN28,5/13/2017,7:27:00,0,59,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 16,5/30/2019,7:27:00,0,76,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,TC25,5/30/2020,7:27:00,0,72,0,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,SAAN32,5/28/2012,7:28:00,2,73.4,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM51,5/28/2021,7:28:00,2,73,5,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISFL28,6/6/2021,7:28:00,2,82,2,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,TC01,6/12/2021,7:28:00,1,75,2,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,TC39,6/20/2021,7:28:00,0,77,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,VF47,5/16/2010,7:29:00,2,66,2,PC,F,1,"Ayala, Andrea"
NPSGULFCOASTNETWORK,SAAN12,5/29/2010,7:29:00,0,77,0,PC,F,NA,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN06,5/31/2010,7:29:00,0,73.4,0,PC,F,NA,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 04,6/4/2014,7:29:00,0,79,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF47,6/27/2017,7:29:00,1,68,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN30,5/13/2019,7:29:00,0,77,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISFL31,5/14/2019,7:29:00,2,69,0,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,PAAL48,6/8/2019,7:29:00,1,82,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VF57,6/13/2019,7:29:00,0,66,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM26,6/14/2019,7:29:00,1,65,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS36,6/30/2019,7:29:00,0,75,1,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,SAAN31,5/20/2021,7:29:00,0,62,0,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM53,5/4/2010,7:30:00,0,64,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN29,5/24/2012,7:30:00,4,73.4,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL49,5/30/2012,7:30:00,1,80.6,2,PC,F,NA,"Linder,  Eric"
NPSGULFCOASTNETWORK,SAAN28,5/24/2014,7:30:00,3,72,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN11,5/6/2016,7:30:00,0,59,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC07,6/6/2016,7:30:00,0,71,1,PC,F,NA,"Chavez-Ramirez,  Felipe"
NPSGULFCOASTNETWORK,TC27,5/26/2018,7:30:00,0,68,4,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,VE110,6/6/2018,7:30:00,1,68,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 31,6/1/2020,7:30:00,2,77,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VM29,6/26/2020,7:30:00,1,72,2,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 08,6/2/2021,7:30:00,0,78,2,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,GUISMS39,6/8/2013,7:31:00,0,78.8,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,BP 29,6/2/2015,7:31:00,0,74,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF42,5/28/2020,7:31:00,0,67,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 17,5/28/2020,7:31:00,0,75,1,PC,F,NA,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF24,5/27/2010,7:32:00,0,75,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VF27,5/27/2010,7:32:00,0,75,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VE110,5/6/2013,7:32:00,0,75,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN29,5/16/2013,7:32:00,4,71.6,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM51,5/21/2014,7:32:00,0,67,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 34,6/3/2015,7:32:00,0,75,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,SAAN14,5/8/2016,7:32:00,1,70,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN01,5/15/2017,7:32:00,0,67,1,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 17,5/31/2019,7:32:00,0,79,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VM54,5/20/2021,7:32:00,2,70,1,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 39,5/25/2021,7:32:00,0,75,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 05,5/31/2021,7:32:00,0,72,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF24,5/30/2012,7:33:00,2,74,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS18,6/6/2014,7:33:00,2,79,2,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISMS03,6/6/2014,7:33:00,2,79,2,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL31,6/13/2014,7:33:00,0,75,3,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL12,6/13/2015,7:33:00,2,87,0,PC,F,1,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,SAAN08,5/21/2019,7:33:00,1,79,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VF36,5/26/2021,7:33:00,0,71,2,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VE106,6/25/2010,7:34:00,0,75,0,PC,F,1,"Ayala, Andrea"
NPSGULFCOASTNETWORK,SAAN11,5/22/2013,7:34:00,2,66.2,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VF27,6/6/2016,7:34:00,0,73,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL05,6/16/2016,7:34:00,1,82,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,GUISMS04,6/8/2017,7:34:00,3,75,0,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,PAAL33,6/15/2017,7:34:00,0,81,1,PC,F,2,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC36,5/29/2018,7:34:00,0,72,0,PC,F,NA,"Swanson, Romey"
NPSGULFCOASTNETWORK,SAAN39,5/9/2019,7:34:00,0,82,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC18,5/31/2019,7:34:00,0,72,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,GUISMS28,6/1/2014,7:35:00,2,75,3,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,TC36,6/9/2016,7:35:00,0,72,1,PC,F,NA,"Chavez-Ramirez,  Felipe"
NPSGULFCOASTNETWORK,GUISFL39,6/11/2016,7:35:00,1,82,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL21,5/6/2017,7:35:00,1,61,0,PC,F,0,"Rohnke, Adam"
NPSGULFCOASTNETWORK,SAAN30,5/27/2018,7:35:00,1,73,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISMS12,6/21/2018,7:35:00,2,84,1,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,TC03,5/25/2019,7:35:00,0,87,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,PAAL33,6/10/2019,7:35:00,0,80,1,PC,F,2,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,BP 31,5/26/2020,7:35:00,0,78,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,TC05,5/31/2020,7:35:00,0,72,1,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,SAAN11,6/17/2020,7:35:00,0,69,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VF33,6/27/2020,7:35:00,0,76,2,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL33,6/9/2021,7:35:00,1,82,0,PC,F,2,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC34,6/12/2021,7:35:00,0,78,2,PC,F,1,"Kothman, Lee"
NPSGULFCOASTNETWORK,VF28,6/10/2010,7:36:00,0,83,1,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VF17,5/29/2013,7:36:00,1,68,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN04,6/1/2014,7:36:00,0,74,1,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN31,5/7/2016,7:36:00,1,60,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 28,6/8/2018,7:36:00,0,77,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 08,6/3/2019,7:36:00,0,81,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 41,5/24/2020,7:36:00,0,76,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,SAAN19,6/13/2020,7:36:00,2,69,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN03,6/15/2020,7:36:00,0,71,1,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM53,5/21/2021,7:36:00,3,72,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 08,5/28/2021,7:36:00,0,75,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 01,6/4/2021,7:36:00,0,77,2,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,PAAL40,6/5/2021,7:36:00,0,72,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,SAAN15,5/16/2011,7:37:00,0,64.4,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISFL08,6/22/2013,7:37:00,2,78.8,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,VO09,5/20/2014,7:37:00,1,64,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,TC34,6/6/2014,7:37:00,0,69,0,PC,F,0,"Armacost,  Jim"
NPSGULFCOASTNETWORK,SAAN39,5/6/2016,7:37:00,0,55,0,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN09,5/20/2019,7:37:00,4,79,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VF31,5/29/2020,7:37:00,0,70,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF16,4/26/2010,7:38:00,1,65,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VM06,6/21/2010,7:38:00,2,80,0,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,SAAN17,5/28/2011,7:38:00,2,75.2,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VF31,5/23/2013,7:38:00,0,68,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,VF29,5/28/2013,7:38:00,1,70,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS32,6/7/2015,7:38:00,1,79,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL08,6/15/2015,7:38:00,1,82,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,TC31,5/13/2017,7:38:00,0,66,0,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,BP 17,5/30/2018,7:38:00,1,81,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VM39,6/11/2019,7:38:00,2,66,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,GUISMS27,6/21/2019,7:38:00,2,84,1,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,GUISMS21,6/20/2012,7:39:00,2,84.2,0,PC,F,0,"Walker,  Jake"
NPSGULFCOASTNETWORK,SAAN23,5/19/2013,7:39:00,2,75.2,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISMS18,6/7/2016,7:39:00,2,81,1,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,GUISFL41,5/13/2018,7:39:00,2,70,0,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,GUISFL21,5/10/2019,7:39:00,2,73,2,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,SAAN34,6/16/2020,7:39:00,0,75,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN30,5/19/2021,7:39:00,0,66,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN27,5/28/2021,7:39:00,0,78,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 23,5/29/2021,7:39:00,0,73,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF21,5/14/2010,7:40:00,1,75,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL12,6/3/2011,7:40:00,4,82.4,0,PC,F,0,"Linder,  Eric"
NPSGULFCOASTNETWORK,GUISMS01,6/5/2015,7:40:00,1,83,1,PC,F,NA,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,SAAN23,5/29/2018,7:40:00,0,74,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN35,6/1/2018,7:40:00,0,76,0,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN03,6/2/2018,7:40:00,2,78,1,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,VM51,6/8/2018,7:40:00,1,74,0,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN13,5/5/2019,7:40:00,0,80,0,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN25,5/12/2019,7:40:00,0,76,1,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,PAAL31,6/15/2019,7:40:00,2,86,0,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC20,6/5/2020,7:40:00,0,73,1,PC,F,0,"Kothman, Lee"
NPSGULFCOASTNETWORK,SAAN08,5/21/2021,7:40:00,0,67,1,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN05,5/23/2021,7:40:00,0,71,2,PC,F,0,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN22,5/24/2021,7:40:00,0,73,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN30,5/26/2021,7:40:00,1,75,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC14,6/13/2021,7:40:00,0,77,1,PC,F,0,"Swanson, Romey"
NPSGULFCOASTNETWORK,TC09,6/19/2021,7:40:00,0,77,0,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,GUISFL34,6/15/2014,7:41:00,2,86,0,PC,F,0,"Woodrey,  Mark"
NPSGULFCOASTNETWORK,SAAN18,5/18/2015,7:41:00,0,77,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,BP 23,6/8/2017,7:41:00,0,73,0,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 24,6/1/2018,7:41:00,0,82,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF42,6/7/2018,7:41:00,1,70,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,SAAN22,5/16/2019,7:41:00,0,71,2,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN27,5/23/2019,7:41:00,1,77,1,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,TC33,5/26/2019,7:41:00,0,69,1,PC,F,1,"Swanson, Erin"
NPSGULFCOASTNETWORK,BP 39,6/10/2019,7:41:00,0,82,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,BP 23,5/29/2020,7:41:00,0,77,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF29,5/19/2021,7:41:00,2,71,1,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL15,6/1/2021,7:41:00,0,79,2,PC,F,0,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,VF55,5/3/2010,7:42:00,1,62,0,PC,F,2,"Twedt, Daniel"
NPSGULFCOASTNETWORK,PAAL55,6/5/2013,7:42:00,0,78.8,0,PC,F,1,"Pruitt,  Kenneth"
NPSGULFCOASTNETWORK,TC40,6/10/2015,7:42:00,0,78,0,PC,F,2,"Zeng,  Lijin"
NPSGULFCOASTNETWORK,BP 07,5/28/2016,7:42:00,1,77,2,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VF42,5/28/2021,7:42:00,1,73,2,PC,F,1,"Twedt, Daniel"
NPSGULFCOASTNETWORK,BP 27,6/1/2021,7:42:00,1,77,1,PC,F,0,"Yaukey,  Peter"
NPSGULFCOASTNETWORK,VE110,5/4/2010,7:43:00,0,65,NA,PC,F,0,"Ayala, Andrea"
NPSGULFCOASTNETWORK,VF57,5/29/2012,7:43:00,0,74,0,PC,F,0,"Twedt, Daniel"
NPSGULFCOASTNETWORK,TC09,5/31/2019,7:43:00,0,75,0,PC,F,0,"Swanson, Erin"
NPSGULFCOASTNETWORK,SAAN13,6/11/2020,7:43:00,0,67,0,PC,F,2,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISMS40,5/8/2021,7:43:00,0,60,0,PC,F,1,"Rohnke, Adam"
NPSGULFCOASTNETWORK,SAAN28,5/18/2013,7:44:00,2,73.4,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,SAAN26,5/18/2013,7:44:00,3,73.4,2,PC,F,1,"Sculley,  Mike"
NPSGULFCOASTNETWORK,GUISFL46,6/16/2013,7:44:00,0,84.2,0,PC,F,1,"Woodrey,  Mark"
